date,store_id,product_id,price,base_price,promo,marketing_spend,inventory,foot_traffic,competitor_price,weather_temp,holiday,units_sold,revenue,day_of_week,month
2025-05-10 13:15:03.956721,S01,P001,5.53,5.5,0,15.01,127,328,5.32,27.4,0,5,27.63,5,5
2025-05-10 13:15:03.956721,S01,P002,6.19,6.0,0,1.75,83,328,6.1,27.4,0,6,37.13,5,5
2025-05-10 13:15:03.956721,S01,P003,6.55,6.5,0,8.07,100,328,6.57,27.4,0,13,85.18,5,5
2025-05-10 13:15:03.956721,S01,P004,7.07,7.0,0,0.09,136,328,7.42,27.4,0,12,84.84,5,5
2025-05-10 13:15:03.956721,S02,P000,4.79,5.0,0,8.57,84,389,4.87,27.4,0,16,76.6,5,5
2025-05-10 13:15:03.956721,S02,P001,5.56,5.5,0,5.4,114,389,5.77,27.4,0,17,94.57,5,5
2025-05-10 13:15:03.956721,S02,P002,5.53,6.0,1,3.69,65,389,5.86,27.4,0,21,116.07,5,5
2025-05-10 13:15:03.956721,S02,P003,6.49,6.5,0,11.39,105,389,6.48,27.4,0,13,84.32,5,5
2025-05-10 13:15:03.956721,S02,P004,6.94,7.0,0,1.86,78,389,7.22,27.4,0,8,55.5,5,5
2025-05-11 13:15:03.956721,S00,P000,5.16,5.0,0,1.65,123,250,5.03,25.3,0,8,41.24,6,5
2025-05-11 13:15:03.956721,S00,P001,5.05,5.5,1,0.86,76,250,5.02,25.3,0,11,55.6,6,5
2025-05-11 13:15:03.956721,S00,P002,6.12,6.0,0,1.23,99,250,6.1,25.3,0,9,55.06,6,5
2025-05-11 13:15:03.956721,S00,P003,6.55,6.5,0,1.28,89,250,6.19,25.3,0,5,32.74,6,5
2025-05-11 13:15:03.956721,S00,P004,6.8,7.0,0,0.08,101,250,6.93,25.3,0,9,61.19,6,5
2025-05-11 13:15:03.956721,S01,P000,4.88,5.0,0,2.75,127,293,4.62,25.3,0,13,63.4,6,5
2025-05-11 13:15:03.956721,S01,P001,5.53,5.5,0,0.63,50,293,5.92,25.3,0,9,49.81,6,5
2025-05-11 13:15:03.956721,S01,P002,5.99,6.0,0,1.38,117,293,6.51,25.3,0,12,71.93,6,5
2025-05-11 13:15:03.956721,S01,P003,6.39,6.5,0,2.08,86,293,6.37,25.3,0,7,44.72,6,5
2025-05-11 13:15:03.956721,S01,P004,7.13,7.0,0,8.08,83,293,7.02,25.3,0,14,99.84,6,5
2025-05-11 13:15:03.956721,S02,P000,5.05,5.0,0,2.93,140,332,5.05,25.3,0,9,45.48,6,5
2025-05-11 13:15:03.956721,S02,P001,5.32,5.5,0,1.74,105,332,5.51,25.3,0,7,37.25,6,5
2025-05-11 13:15:03.956721,S02,P002,5.98,6.0,0,2.86,87,332,5.88,25.3,0,13,77.77,6,5
2025-05-11 13:15:03.956721,S02,P003,6.58,6.5,0,0.4,107,332,6.43,25.3,0,8,52.6,6,5
2025-05-11 13:15:03.956721,S02,P004,7.04,7.0,0,3.39,117,332,7.73,25.3,0,10,70.41,6,5
2025-05-12 13:15:03.956721,S00,P000,5.03,5.0,0,1.96,116,224,4.95,30.8,0,10,50.33,0,5
2025-05-12 13:15:03.956721,S00,P001,5.59,5.5,0,4.19,101,224,5.26,30.8,0,8,44.73,0,5
2025-05-12 13:15:03.956721,S00,P002,6.1,6.0,0,0.85,108,224,6.41,30.8,0,13,79.36,0,5
2025-05-12 13:15:03.956721,S00,P003,6.52,6.5,0,5.38,95,224,7.36,30.8,0,12,78.28,0,5
2025-05-12 13:15:03.956721,S00,P004,6.89,7.0,0,2.67,137,224,7.17,30.8,0,12,82.67,0,5
2025-05-12 13:15:03.956721,S01,P000,5.11,5.0,0,3.25,97,301,4.85,30.8,0,17,86.86,0,5
2025-05-12 13:15:03.956721,S01,P001,5.24,5.5,0,1.2,133,301,5.41,30.8,0,12,62.94,0,5
2025-05-12 13:15:03.956721,S01,P002,5.97,6.0,0,0.03,63,301,6.32,30.8,0,9,53.71,0,5
2025-05-12 13:15:03.956721,S01,P003,6.57,6.5,0,6.39,89,301,6.31,30.8,0,13,85.37,0,5
2025-05-12 13:15:03.956721,S01,P004,7.01,7.0,0,0.34,75,301,6.27,30.8,0,18,126.27,0,5
2025-05-12 13:15:03.956721,S02,P000,4.89,5.0,0,2.51,118,342,5.44,30.8,0,10,48.89,0,5
2025-05-12 13:15:03.956721,S02,P001,4.96,5.5,1,0.21,110,342,5.46,30.8,0,10,49.6,0,5
2025-05-12 13:15:03.956721,S02,P002,5.96,6.0,0,4.53,78,342,6.35,30.8,0,9,53.61,0,5
2025-05-12 13:15:03.956721,S02,P003,6.28,6.5,0,1.78,75,342,7.07,30.8,0,9,56.55,0,5
2025-05-12 13:15:03.956721,S02,P004,6.71,7.0,0,0.3,104,342,7.59,30.8,0,17,114.05,0,5
2025-05-13 13:15:03.956721,S00,P000,4.53,5.0,1,18.01,73,290,4.57,26.5,0,13,58.86,1,5
2025-05-13 13:15:03.956721,S00,P001,4.79,5.5,1,0.46,140,290,5.65,26.5,0,18,86.2,1,5
2025-05-13 13:15:03.956721,S00,P002,5.78,6.0,0,13.4,87,290,5.62,26.5,0,11,63.57,1,5
2025-05-13 13:15:03.956721,S00,P003,6.67,6.5,0,2.18,111,290,6.21,26.5,0,6,40.05,1,5
2025-05-13 13:15:03.956721,S00,P004,6.76,7.0,0,13.03,92,290,7.35,26.5,0,14,94.69,1,5
2025-05-13 13:15:03.956721,S01,P000,4.96,5.0,0,1.78,119,253,5.16,26.5,0,16,79.36,1,5
2025-05-13 13:15:03.956721,S01,P001,5.47,5.5,0,4.13,95,253,5.14,26.5,0,14,76.62,1,5
2025-05-13 13:15:03.956721,S01,P002,6.07,6.0,0,8.79,66,253,5.98,26.5,0,8,48.59,1,5
2025-05-13 13:15:03.956721,S01,P003,6.53,6.5,0,5.77,95,253,6.65,26.5,0,17,110.96,1,5
2025-05-13 13:15:03.956721,S01,P004,6.99,7.0,0,0.26,90,253,7.03,26.5,0,9,62.9,1,5
2025-05-13 13:15:03.956721,S02,P000,5.04,5.0,0,4.34,86,335,4.52,26.5,0,14,70.58,1,5
2025-05-13 13:15:03.956721,S02,P001,4.96,5.5,1,1.98,89,335,5.79,26.5,0,21,104.12,1,5
2025-05-13 13:15:03.956721,S02,P002,5.9,6.0,0,0.7,93,335,6.24,26.5,0,8,47.16,1,5
2025-05-13 13:15:03.956721,S02,P003,5.85,6.5,1,5.99,131,335,6.58,26.5,0,18,105.23,1,5
2025-05-13 13:15:03.956721,S02,P004,7.32,7.0,0,0.52,123,335,6.77,26.5,0,7,51.26,1,5
2025-05-14 13:15:03.956721,S00,P000,4.96,5.0,0,16.92,115,285,4.71,25.5,0,11,54.59,2,5
2025-05-14 13:15:03.956721,S00,P001,5.67,5.5,0,6.23,87,285,5.99,25.5,0,10,56.7,2,5
2025-05-14 13:15:03.956721,S00,P002,5.94,6.0,0,1.79,99,285,6.07,25.5,0,17,100.94,2,5
2025-05-14 13:15:03.956721,S00,P003,6.29,6.5,0,3.8,104,285,6.65,25.5,0,17,106.88,2,5
2025-05-14 13:15:03.956721,S00,P004,7.19,7.0,0,2.72,96,285,7.23,25.5,0,14,100.71,2,5
2025-05-14 13:15:03.956721,S01,P000,5.0,5.0,0,3.03,72,305,5.19,25.5,0,10,50.05,2,5
2025-05-14 13:15:03.956721,S01,P001,5.46,5.5,0,2.46,103,305,5.38,25.5,0,10,54.56,2,5
2025-05-14 13:15:03.956721,S01,P002,5.32,6.0,1,0.22,89,305,6.11,25.5,0,15,79.87,2,5
2025-05-14 13:15:03.956721,S01,P003,6.24,6.5,0,15.84,56,305,6.03,25.5,0,7,43.65,2,5
2025-05-14 13:15:03.956721,S01,P004,7.1,7.0,0,1.09,77,305,6.92,25.5,0,7,49.69,2,5
2025-05-14 13:15:03.956721,S02,P000,4.99,5.0,0,3.73,106,399,5.28,25.5,0,15,74.88,2,5
2025-05-14 13:15:03.956721,S02,P001,5.64,5.5,0,11.57,79,399,5.64,25.5,0,10,56.37,2,5
2025-05-14 13:15:03.956721,S02,P002,6.02,6.0,0,1.21,116,399,5.8,25.5,0,9,54.14,2,5
2025-05-14 13:15:03.956721,S02,P003,6.63,6.5,0,6.55,107,399,6.14,25.5,0,6,39.8,2,5
2025-05-14 13:15:03.956721,S02,P004,7.0,7.0,0,0.02,130,399,6.59,25.5,0,10,69.99,2,5
2025-05-15 13:15:03.956721,S00,P000,4.9,5.0,0,0.45,135,247,4.93,26.5,0,8,39.2,3,5
2025-05-15 13:15:03.956721,S00,P001,5.7,5.5,0,0.83,107,247,5.6,26.5,0,10,56.99,3,5
2025-05-15 13:15:03.956721,S00,P002,5.88,6.0,0,1.62,112,247,5.84,26.5,0,16,94.02,3,5
2025-05-15 13:15:03.956721,S00,P003,6.5,6.5,0,0.31,112,247,6.54,26.5,0,11,71.55,3,5
2025-05-15 13:15:03.956721,S00,P004,6.99,7.0,0,4.87,67,247,7.62,26.5,0,7,48.9,3,5
2025-05-15 13:15:03.956721,S01,P000,5.08,5.0,0,2.71,105,341,5.12,26.5,0,8,40.62,3,5
2025-05-15 13:15:03.956721,S01,P001,5.63,5.5,0,0.36,104,341,4.89,26.5,0,8,45.03,3,5
2025-05-15 13:15:03.956721,S01,P002,5.99,6.0,0,1.21,106,341,5.86,26.5,0,10,59.9,3,5
2025-05-15 13:15:03.956721,S01,P003,6.33,6.5,0,0.37,72,341,6.71,26.5,0,13,82.33,3,5
2025-05-15 13:15:03.956721,S01,P004,7.17,7.0,0,0.24,104,341,7.36,26.5,0,8,57.37,3,5
2025-05-15 13:15:03.956721,S02,P000,5.09,5.0,0,2.2,119,348,5.09,26.5,0,4,20.37,3,5
2025-05-15 13:15:03.956721,S02,P001,5.43,5.5,0,3.64,96,348,6.03,26.5,0,19,103.2,3,5
2025-05-15 13:15:03.956721,S02,P002,6.12,6.0,0,2.34,91,348,6.09,26.5,0,12,73.39,3,5
2025-05-15 13:15:03.956721,S02,P003,6.71,6.5,0,0.1,106,348,6.13,26.5,0,16,107.4,3,5
2025-05-15 13:15:03.956721,S02,P004,6.16,7.0,1,1.19,131,348,6.5,26.5,0,11,67.78,3,5
2025-05-16 13:15:03.956721,S00,P000,4.93,5.0,0,1.3,119,228,5.56,27.7,0,10,49.31,4,5
2025-05-16 13:15:03.956721,S00,P001,5.76,5.5,0,6.23,113,228,5.7,27.7,0,2,11.51,4,5
2025-05-16 13:15:03.956721,S00,P002,5.97,6.0,0,6.65,96,228,6.12,27.7,0,9,53.73,4,5
2025-05-16 13:15:03.956721,S00,P003,6.52,6.5,0,0.64,118,228,6.95,27.7,0,7,45.66,4,5
2025-05-16 13:15:03.956721,S00,P004,7.2,7.0,0,6.05,88,228,6.97,27.7,0,11,79.15,4,5
2025-05-16 13:15:03.956721,S01,P000,5.04,5.0,0,4.61,134,291,4.65,27.7,0,12,60.48,4,5
2025-05-16 13:15:03.956721,S01,P001,5.42,5.5,0,1.58,97,291,5.51,27.7,0,12,65.09,4,5
2025-05-16 13:15:03.956721,S01,P002,5.84,6.0,0,1.12,84,291,6.12,27.7,0,8,46.68,4,5
2025-05-16 13:15:03.956721,S01,P003,6.64,6.5,0,22.46,95,291,6.38,27.7,0,8,53.15,4,5
2025-05-16 13:15:03.956721,S01,P004,6.86,7.0,0,0.53,100,291,6.73,27.7,0,15,102.87,4,5
2025-05-16 13:15:03.956721,S02,P000,5.12,5.0,0,0.12,133,353,4.7,27.7,0,7,35.86,4,5
2025-05-16 13:15:03.956721,S02,P001,5.4,5.5,0,2.19,131,353,5.52,27.7,0,9,48.59,4,5
2025-05-16 13:15:03.956721,S02,P002,6.15,6.0,0,14.08,146,353,6.04,27.7,0,15,92.18,4,5
2025-05-16 13:15:03.956721,S02,P003,5.72,6.5,1,1.61,85,353,6.21,27.7,0,13,74.42,4,5
2025-05-16 13:15:03.956721,S02,P004,7.05,7.0,0,3.81,99,353,7.87,27.7,0,11,77.6,4,5
2025-05-17 13:15:03.956721,S00,P000,4.98,5.0,0,7.43,110,277,4.81,28.8,0,12,59.79,5,5
2025-05-17 13:15:03.956721,S00,P001,5.77,5.5,0,1.02,86,277,5.42,28.8,0,4,23.08,5,5
2025-05-17 13:15:03.956721,S00,P002,6.06,6.0,0,1.16,63,277,6.02,28.8,0,7,42.43,5,5
2025-05-17 13:15:03.956721,S00,P003,6.52,6.5,0,0.13,87,277,6.39,28.8,0,14,91.27,5,5
2025-05-17 13:15:03.956721,S00,P004,7.07,7.0,0,1.19,79,277,7.8,28.8,0,7,49.49,5,5
2025-05-17 13:15:03.956721,S01,P000,4.97,5.0,0,3.01,48,346,4.86,28.8,0,11,54.65,5,5
2025-05-17 13:15:03.956721,S01,P001,4.99,5.5,1,1.21,99,346,5.23,28.8,0,11,54.88,5,5
2025-05-17 13:15:03.956721,S01,P002,6.0,6.0,0,3.07,67,346,5.59,28.8,0,13,77.94,5,5
2025-05-17 13:15:03.956721,S01,P003,6.64,6.5,0,2.15,118,346,6.47,28.8,0,12,79.62,5,5
2025-05-17 13:15:03.956721,S01,P004,7.11,7.0,0,2.28,86,346,7.16,28.8,0,4,28.45,5,5
2025-05-17 13:15:03.956721,S02,P000,4.92,5.0,0,2.17,80,365,5.32,28.8,0,7,34.44,5,5
2025-05-17 13:15:03.956721,S02,P001,5.63,5.5,0,0.96,119,365,5.7,28.8,0,9,50.67,5,5
2025-05-17 13:15:03.956721,S02,P002,6.17,6.0,0,0.27,114,365,6.54,28.8,0,9,55.57,5,5
2025-05-17 13:15:03.956721,S02,P003,6.36,6.5,0,0.55,141,365,5.86,28.8,0,6,38.19,5,5
2025-05-17 13:15:03.956721,S02,P004,6.81,7.0,0,5.02,106,365,7.32,28.8,0,10,68.12,5,5
2025-05-18 13:15:03.956721,S00,P000,4.9,5.0,0,0.09,106,282,5.13,28.4,0,8,39.17,6,5
2025-05-18 13:15:03.956721,S00,P001,5.44,5.5,0,1.56,124,282,5.66,28.4,0,12,65.3,6,5
2025-05-18 13:15:03.956721,S00,P002,6.22,6.0,0,0.35,106,282,6.19,28.4,0,10,62.17,6,5
2025-05-18 13:15:03.956721,S00,P003,6.47,6.5,0,2.64,88,282,6.22,28.4,0,13,84.15,6,5
2025-05-18 13:15:03.956721,S00,P004,7.04,7.0,0,3.65,71,282,7.51,28.4,0,10,70.39,6,5
2025-05-18 13:15:03.956721,S01,P000,5.13,5.0,0,2.06,83,264,5.05,28.4,0,11,56.39,6,5
2025-05-18 13:15:03.956721,S01,P001,5.42,5.5,0,3.49,111,264,5.78,28.4,0,4,21.7,6,5
2025-05-18 13:15:03.956721,S01,P002,6.0,6.0,0,1.16,113,264,6.28,28.4,0,10,60.0,6,5
2025-05-18 13:15:03.956721,S01,P003,6.38,6.5,0,5.41,112,264,6.99,28.4,0,12,76.62,6,5
2025-05-18 13:15:03.956721,S01,P004,7.26,7.0,0,1.7,93,264,7.4,28.4,0,3,21.78,6,5
2025-05-18 13:15:03.956721,S02,P000,5.01,5.0,0,1.12,106,370,4.56,28.4,0,11,55.15,6,5
2025-05-18 13:15:03.956721,S02,P001,5.52,5.5,0,2.9,42,370,5.4,28.4,0,7,38.66,6,5
2025-05-18 13:15:03.956721,S02,P002,6.09,6.0,0,0.57,97,370,6.37,28.4,0,15,91.38,6,5
2025-05-18 13:15:03.956721,S02,P003,6.46,6.5,0,23.69,89,370,7.01,28.4,0,9,58.14,6,5
2025-05-18 13:15:03.956721,S02,P004,7.1,7.0,0,0.11,101,370,6.9,28.4,0,10,71.03,6,5
2025-05-19 13:15:03.956721,S00,P000,5.05,5.0,0,1.64,67,267,4.99,23.5,0,9,45.42,0,5
2025-05-19 13:15:03.956721,S00,P001,5.61,5.5,0,1.57,94,267,6.23,23.5,0,5,28.06,0,5
2025-05-19 13:15:03.956721,S00,P002,6.05,6.0,0,1.58,52,267,6.27,23.5,0,7,42.37,0,5
2025-05-19 13:15:03.956721,S00,P003,6.65,6.5,0,4.23,71,267,6.25,23.5,0,15,99.77,0,5
2025-05-19 13:15:03.956721,S00,P004,7.12,7.0,0,10.69,96,267,6.97,23.5,0,19,135.35,0,5
2025-05-19 13:15:03.956721,S01,P000,4.86,5.0,0,3.2,127,303,5.09,23.5,0,14,67.99,0,5
2025-05-19 13:15:03.956721,S01,P001,5.48,5.5,0,4.73,120,303,5.32,23.5,0,8,43.83,0,5
2025-05-19 13:15:03.956721,S01,P002,5.95,6.0,0,0.17,76,303,5.94,23.5,0,13,77.37,0,5
2025-05-19 13:15:03.956721,S01,P003,6.53,6.5,0,0.13,119,303,6.44,23.5,0,6,39.19,0,5
2025-05-19 13:15:03.956721,S01,P004,7.36,7.0,0,2.48,106,303,7.09,23.5,0,10,73.63,0,5
2025-05-19 13:15:03.956721,S02,P000,4.93,5.0,0,0.87,115,291,4.49,23.5,0,17,83.87,0,5
2025-05-19 13:15:03.956721,S02,P001,5.4,5.5,0,0.14,76,291,5.59,23.5,0,10,54.01,0,5
2025-05-19 13:15:03.956721,S02,P002,6.17,6.0,0,0.07,61,291,6.3,23.5,0,16,98.64,0,5
2025-05-19 13:15:03.956721,S02,P003,6.48,6.5,0,0.69,95,291,6.19,23.5,0,17,110.09,0,5
2025-05-19 13:15:03.956721,S02,P004,6.87,7.0,0,0.24,89,291,7.38,23.5,0,15,103.04,0,5
2025-05-20 13:15:03.956721,S00,P000,4.89,5.0,0,0.41,119,241,4.73,21.0,0,7,34.26,1,5
2025-05-20 13:15:03.956721,S00,P001,5.51,5.5,0,1.83,85,241,5.37,21.0,0,6,33.05,1,5
2025-05-20 13:15:03.956721,S00,P002,6.12,6.0,0,1.13,103,241,6.15,21.0,0,9,55.05,1,5
2025-05-20 13:15:03.956721,S00,P003,6.62,6.5,0,1.79,142,241,6.57,21.0,0,12,79.38,1,5
2025-05-20 13:15:03.956721,S00,P004,6.94,7.0,0,9.44,95,241,6.23,21.0,0,4,27.75,1,5
2025-05-20 13:15:03.956721,S01,P000,4.92,5.0,0,5.37,154,290,5.12,21.0,0,12,59.1,1,5
2025-05-20 13:15:03.956721,S01,P001,5.48,5.5,0,2.42,100,290,5.8,21.0,0,10,54.79,1,5
2025-05-20 13:15:03.956721,S01,P002,5.82,6.0,0,3.47,130,290,6.23,21.0,0,15,87.28,1,5
2025-05-20 13:15:03.956721,S01,P003,6.42,6.5,0,5.43,85,290,5.8,21.0,0,6,38.52,1,5
2025-05-20 13:15:03.956721,S01,P004,7.01,7.0,0,1.8,123,290,7.43,21.0,0,5,35.05,1,5
2025-05-20 13:15:03.956721,S02,P000,5.0,5.0,0,0.09,97,372,4.95,21.0,0,12,59.96,1,5
2025-05-20 13:15:03.956721,S02,P001,5.53,5.5,0,1.75,97,372,5.57,21.0,0,10,55.32,1,5
2025-05-20 13:15:03.956721,S02,P002,5.88,6.0,0,22.08,94,372,6.44,21.0,0,11,64.7,1,5
2025-05-20 13:15:03.956721,S02,P003,6.0,6.5,1,0.75,88,372,6.95,21.0,0,16,96.05,1,5
2025-05-20 13:15:03.956721,S02,P004,7.26,7.0,0,7.04,99,372,6.84,21.0,0,5,36.32,1,5
2025-05-21 13:15:03.956721,S00,P000,4.99,5.0,0,8.27,104,217,5.06,25.8,1,7,34.93,2,5
2025-05-21 13:15:03.956721,S00,P001,5.57,5.5,0,0.43,63,217,5.64,25.8,1,2,11.14,2,5
2025-05-21 13:15:03.956721,S00,P002,5.76,6.0,0,1.97,78,217,6.22,25.8,1,9,51.86,2,5
2025-05-21 13:15:03.956721,S00,P003,6.3,6.5,0,0.28,105,217,6.58,25.8,1,11,69.32,2,5
2025-05-21 13:15:03.956721,S00,P004,6.87,7.0,0,1.36,88,217,6.77,25.8,1,11,75.61,2,5
2025-05-21 13:15:03.956721,S01,P000,4.71,5.0,0,2.36,95,237,5.49,25.8,1,5,23.53,2,5
2025-05-21 13:15:03.956721,S01,P001,5.42,5.5,0,0.03,110,237,5.76,25.8,1,9,48.76,2,5
2025-05-21 13:15:03.956721,S01,P002,5.46,6.0,1,4.29,67,237,5.51,25.8,1,9,49.1,2,5
2025-05-21 13:15:03.956721,S01,P003,5.83,6.5,1,0.66,84,237,5.98,25.8,1,9,52.51,2,5
2025-05-21 13:15:03.956721,S01,P004,6.97,7.0,0,0.89,100,237,7.03,25.8,1,6,41.84,2,5
2025-05-21 13:15:03.956721,S02,P000,5.08,5.0,0,0.31,104,280,5.14,25.8,1,5,25.42,2,5
2025-05-21 13:15:03.956721,S02,P001,4.87,5.5,1,3.23,100,280,5.81,25.8,1,13,63.29,2,5
2025-05-21 13:15:03.956721,S02,P002,5.9,6.0,0,3.7,94,280,6.34,25.8,1,9,53.07,2,5
2025-05-21 13:15:03.956721,S02,P003,6.68,6.5,0,2.86,119,280,6.8,25.8,1,6,40.11,2,5
2025-05-21 13:15:03.956721,S02,P004,7.0,7.0,0,0.92,71,280,7.21,25.8,1,3,21.0,2,5
2025-05-22 13:15:03.956721,S00,P000,5.1,5.0,0,0.7,113,264,4.98,25.2,0,10,51.04,3,5
2025-05-22 13:15:03.956721,S00,P001,4.95,5.5,1,4.77,114,264,5.22,25.2,0,13,64.4,3,5
2025-05-22 13:15:03.956721,S00,P002,5.97,6.0,0,0.02,115,264,5.21,25.2,0,10,59.74,3,5
2025-05-22 13:15:03.956721,S00,P003,6.47,6.5,0,0.86,119,264,6.56,25.2,0,9,58.22,3,5
2025-05-22 13:15:03.956721,S00,P004,7.02,7.0,0,1.22,103,264,7.02,25.2,0,10,70.23,3,5
2025-05-22 13:15:03.956721,S01,P000,4.84,5.0,0,5.72,99,296,4.83,25.2,0,7,33.85,3,5
2025-05-22 13:15:03.956721,S01,P001,5.51,5.5,0,3.04,93,296,5.4,25.2,0,12,66.07,3,5
2025-05-22 13:15:03.956721,S01,P002,5.43,6.0,1,31.69,141,296,5.75,25.2,0,15,81.4,3,5
2025-05-22 13:15:03.956721,S01,P003,6.52,6.5,0,1.58,87,296,6.77,25.2,0,6,39.14,3,5
2025-05-22 13:15:03.956721,S01,P004,6.99,7.0,0,0.44,111,296,6.85,25.2,0,13,90.85,3,5
2025-05-22 13:15:03.956721,S02,P000,4.9,5.0,0,8.33,127,363,5.21,25.2,0,17,83.37,3,5
2025-05-22 13:15:03.956721,S02,P001,4.83,5.5,1,0.2,117,363,5.67,25.2,0,14,67.57,3,5
2025-05-22 13:15:03.956721,S02,P002,5.9,6.0,0,10.0,84,363,6.1,25.2,0,9,53.14,3,5
2025-05-22 13:15:03.956721,S02,P003,6.26,6.5,0,0.89,86,363,6.83,25.2,0,15,93.86,3,5
2025-05-22 13:15:03.956721,S02,P004,6.79,7.0,0,6.01,104,363,7.01,25.2,0,13,88.22,3,5
2025-05-23 13:15:03.956721,S00,P000,5.08,5.0,0,1.38,128,253,4.93,31.1,0,7,35.55,4,5
2025-05-23 13:15:03.956721,S00,P001,5.21,5.5,0,2.37,108,253,5.55,31.1,0,17,88.63,4,5
2025-05-23 13:15:03.956721,S00,P002,6.01,6.0,0,1.37,88,253,6.32,31.1,0,1,6.01,4,5
2025-05-23 13:15:03.956721,S00,P003,6.41,6.5,0,0.0,78,253,6.51,31.1,0,7,44.89,4,5
2025-05-23 13:15:03.956721,S00,P004,6.96,7.0,0,3.39,78,253,7.4,31.1,0,12,83.58,4,5
2025-05-23 13:15:03.956721,S01,P000,5.14,5.0,0,2.85,115,312,4.6,31.1,0,10,51.4,4,5
